-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"August 31, 1940",1441,"Near Lovettsville, Virginia",39.2747949,-77.6385513,Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25 (passengers:21 crew:4),25 (passengers:21 crew:4),0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain. Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear. U.S. Senator Ernest Lundeen from Minnesota killed."
ACCIDENT DETAILS,"October 22, 1940",?,"Osijek, Croatia",45.5549624,18.6955144,Aeroput,?,Belgrade - Osijek - Zagreb,Lockheed 10 Electra,YU-SBE,1137,12 (passengers:9 crew:3),7 (passengers:4 crew:3),0,Crashed while attempting to land.
ACCIDENT DETAILS,"October 29, 1940",?,"Near Changyi, China",36.8588399,119.39862,China National Aviation Corporation,?,Chungking - Kunming,Douglas DC-2,NC14297,1369,14 (passengers:10 crew:4),9 (passengers:8 crew:1),0,Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape.
ACCIDENT DETAILS,"October 29, 1940",?,"Berlin, Germany",52.5200066,13.404954,Deutsche Lufthansa,?,?,Douglas DC-3,D-AAIH,1973,15 (passengers:12 crew:3),2 (passengers:0 crew:2),0,Hit the ground short of the runway in reduced visibility.
ACCIDENT DETAILS,"November 04, 1940",1910,"Near Rincon, Bolivia",28.46314,-16.253352,Lloyd Aero Boliviano SA,?,Santa Cruz - Corumba,Junkers Ju-52/3m,CB-17,4008,17 (passengers:14 crew:3),17 (passengers:14 crew:3),0,Crashe in a storm while en route. Wreckage found 15 months later.
ACCIDENT DETAILS,"November 04, 1940",442,"Near Centerville, Utah",40.9180005,-111.8721601,United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
ACCIDENT DETAILS,"November 08, 1940",?,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,VASP,?,Rio de Janeiro - Sao Paulo,Junkers Ju53/2m,PP-SPF,5689,18 (passengers:14 crew:4),18 (passengers:14 crew:4),0,"Midair collision with a private plane. After the collision, both aircraft crashed into the Botafogo Bay. Seventeen killed on the Junkers, 1 on the private plane."
ACCIDENT DETAILS,"November 08, 1940",1502,"Brandenburg, Germany",52.4125287,12.5316444,Deutsche Lufthansa,?,Berlin - Budapest,Junkers JU-90A-1,D-AVMF,900010,29 (passengers:23 crew:6),29 (passengers:23 crew:6),0,Crashed while en route in poor weather condtions . Icing.
ACCIDENT DETAILS,"November 27, 1940",?,Mediterranean Sea,34.5531284,18.0480105,Air France,?,?,Farman F-224,F-AROA,2,6 (passengers:? crew:?),6 (passengers:? crew:?),0,Shot down by Italian aircraft.
ACCIDENT DETAILS,"December 04, 1940",1748,"Chicago, Illinois",41.88325,-87.6323879,United Air Lines,21,New York City - Chicago,Douglas DC-3A,NC25678,2175,16 (passengers:13 crew:3),10 (passengers:7 crew:3),0,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.
ACCIDENT DETAILS,"December 24, 1940",1130,"Capri Island, Italy",40.5532009,14.222154,Ala Littolia,?,Catania - Rome,Savoia-Marchetti SM.75,I-LIGO,32035,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,"While en route, the aircraft was shot down by the pilot of a RAF fighter and crashed into the sea some 40 miles southwest of the Capri Island."
ACCIDENT DETAILS,"January 10, 1941",1200,Mediterranean Sea,34.5531284,18.0480105,LATI,?,Rome - Seville - Villa Cisneros - Sal - Natal - Rio,Savoia-Marchetti SM-83,I-AREM,34019,16 (passengers:12 crew:4),16 (passengers:12 crew:4),0,Crashed into the Mediterranian sea while en route without a trace.
ACCIDENT DETAILS,"January 15, 1941",1205,"Off Fernando de Noronha, Brazil",-3.844797615,-32.42689169,LATI,?,Rio de Janeiro - Natal - Sal - Seville - Rome,Savoia-Marchetti SM-75,I-BAYR,32013,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"Crashed near the Equator after the crew had lost an engine. Three hours after taking off, an SOS was transmitted. No trace of the plane was ever found."
ACCIDENT DETAILS,"January 17, 1941",1200,"Near Nagyvarad, Hungary",47.162494,19.503304,Malert Airlines,?,Budapest - Maros-Vasarhely,Junkers JU-52/3m,HA-JUA,5523,16 (passengers:13 crew:3),12 (passengers:9 crew:3),0,"An engine stalled during the initial climb and the plane crashed and burned,"
ACCIDENT DETAILS,"January 20, 1941",?,"Near Kian, China",35.86166,104.195397,China National Aviation Corporation,?,?,Ford 5-AT Tri-Motor,23,5-AT-101,6 (passengers:1 crew:5),5 (passengers:1 crew:4),0,Crashed into a mountain during a thunderstorm and reduced visibility.
ACCIDENT DETAILS,"January 23, 1941",413,"Near Robertson, Missouri",37.9642529,-91.8318334,Trans Continental and Western Air,6,"Kansas City, MO - New York",Douglas DC-3-3,NC17315,1930,13 (passengers:10 crew:3),2 (passengers:1 crew:1),0,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport. Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude."
ACCIDENT DETAILS,"February 06, 1941",200,"Armstrong, ON, Canada",47.7109849,-79.8243385,Trans Canada Air Lines,3,Toronto - Winnipeg,Lockheed 14-H2 Super Electra,CF-TCP,1501,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,The plane crashed after the right wing struck a tree as the pilot was attempting to land in adverse weather. Struck several other trees and landed inverted in a swamp.
ACCIDENT DETAILS,"February 26, 1941",1150,"Atlanta, Georgia",33.7501275,-84.3885209,Eastern Air Lines,21,New York City - Washington D.C. - Atlanta - Brownsville,Douglas DC-3,NC28394,3204,16 (passengers:13 crew:3),9 (passengers:6 crew:3),0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash."
ACCIDENT DETAILS,"March 01, 1941",1550,"Trontheim, Norway",63.4305149,10.3950528,Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-AQUB,5751,12 (passengers:9 crew:3),3 (passengers:3 crew:0),0,The seaplane crashed while attemping to land and sunk.
ACCIDENT DETAILS,"March 28, 1941",1145,"Elands Bay, South Africa",-32.3139515,18.3400246,South African Airways,?,Luanda - Windhoek - Cape Town,Lockheed 18 Lodestar,ZS-AST,2034,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,Crashed into a mountain near Elands Bay in inclement weather.
ACCIDENT DETAILS,"June 03, 1941",1700,Atlantic Ocean,-14.5994134,-28.6731465,Great Western and Southern Air Lines,?,"Isles of Scilly - Penzance, Cornwall",de Havilland DH-84 Dragon,G-ACPY,6076,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,Shot down by a He-111 German military aircraft 20 minutes after takeoff..
ACCIDENT DETAILS,"June 18, 1941",?,"Bucharest, Romania",44.4267674,26.1025384,LARES,?,Bucharest - Sofia,Douglas DC-3,YR-PAF,1985,18 (passengers:3 crew:15),0 (passengers:0 crew:0),0,Stalled and crashed during takeoff.
ACCIDENT DETAILS,"June 21, 1941",?,Sea of Japan,38.848848,135,Manchurian Air Lines,?,?,Mitsubishi MC-20,M-604,?,18 (passengers:15 crew:3),18 (passengers:15 crew:3),0,Crashed while en route. Cause unknown.
ACCIDENT DETAILS,"July 30, 1941",915,"Rome, Italy",41.8967068,12.4822025,Ala Littoria,?,Rome - Cagliari,Macchi C.100,I-PACE,4158,25 (passengers:20 crew:5),5 (passengers:5 crew:0),0,After an engine failed the crew decided to return but encountered turbulence and crashed.
ACCIDENT DETAILS,"August 10, 1941",2035,"Arran, Scotland",55.5806165,-5.2108573,Military -Royal Air Force,?,?,Consolidated LB-30A Liberator,AM261,?,22 (passengers:17 crew:5),22 (passengers:17 crew:5),0,"Crashed into a mountain ridge in rain, low visibility and overcast conditions. Navigational error."
ACCIDENT DETAILS,"August 14, 1941",2040,"Ayr, Scotland",55.458564,-4.629179,Military - Royal Air Force,?,?,Consolidated LB-30A Liberator,AM260,?,22 (passengers:? crew:?),22 (passengers:? crew:?),0,"Crashed and burned on takeoff at Heathfield airfield, after veered off the runway and striking a small building and then an embankment."
ACCIDENT DETAILS,"August 18, 1941",?,"Near Sao Paulo, Brazil",-23.5557714,-46.6395571,Panair do Brasil,?,Curitiba - Sao Paulo,Lockheed 18 LodeStar,PP-PBD,2083,14 (passengers:10 crew:4),8 (passengers:5 crew:3),0,After a goaround the plane diverted from its prescribed course and crashed into a mountain.
ACCIDENT DETAILS,"August 27, 1941",?,"Coen, Australila",-13.945214,143.198799,Airlines of Australia,?,Horn Island - Coen - Cairns,de Havilland DH.80 Puss Moth,VH-UQL,2088,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,On approach the left wing broke off and the aircraft crashed in a field.
ACCIDENT DETAILS,"September 01, 1941",?,"Campbeltown, Argyll, Scotland",55.424117,-5.605374,British Overseas Airways,?,?,Consolidated 32-2 Liberator I,AM-915,?,10 (passengers:? crew:?),10 (passengers:? crew:?),0,Crashed into a hillside.
ACCIDENT DETAILS,"September 01, 1941",1340,"Bollemont, France",46.227638,2.213749,Air France,?,Marseille - Toulouse,Bloch 220,F-AQNL,12,17 (passengers:14 crew:3),15 (passengers:12 crew:3),0,The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions.
ACCIDENT DETAILS,"October 03, 1941",1748,"San Juan, Puerto Rico",18.4153108,-66.0593509,Pan American World Airways,203,Miami - Buenos Aires,Sikorsky S-42B (flying boat),NC15376,4206,15 (passengers:9 crew:6),2 (passengers:2 crew:0),0,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water. Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft."
ACCIDENT DETAILS,"October 28, 1941",?,"Near Petrich, bulgaria",41.3981081,23.2066849,Deutsche Lufthansa,?,Athens - Sofia,Junkers JU-53/3m,D-AUXZ,7172,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"Crashed on the Greek/Hungarian border. Cause unknown,"
ACCIDENT DETAILS,"October 30, 1941",204,"Near Moorhead, Minnesota",46.8737648,-96.7678039,Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15 (passengers:13 crew:2),14 (passengers:13 crew:1),0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate."
ACCIDENT DETAILS,"October 30, 1941",2210,"St. Thomas, Ontario, Canada",42.7777214,-81.1826527,American Airlines,1,New York - Newark - Buffalo - Detroit,Douglas DC-3,NC25663,2207,20 (passengers:17 crew:3),20 (passengers:17 crew:3),0,"While descending to Detroit, the crew was advised by ATC to abandon the approach due to poor weather conditions. The crew began to descend, circling to the right and apparently banked normally for the radius and speed of the turns. After completing four circles, the plane recovered from the spiral in close proximity to the ground, went up to an altitude of about 200 to 500 feet and then pitched down and crashed in an open field. There was no fire in the plane prior to impact. No evidence of sabotage was discovered. There was no power plant failure prior to the accident, and the engines were functioning normally at the time the plane struck the ground. Nothing was found to indicate that there had been any structural failure or failure of the control system of the plane. As a result of the complete destruction of some portions of the plane, it was impossible to eliminate the possibility that such failure occurred. The probable cause of the accident was listed by the CAB as undetermined."
ACCIDENT DETAILS,"November 29, 1941",555,"Chardzhou, Turkmenistan",39.0041313,63.568808,Aeroflot,?,Chardzhou - Urgench,Tupolev ANT-6,CP-L2010,61,36 (passengers:31 crew:5),7 (passengers:5 crew:2),0,"During the initial climb at night, the pilot in command suffered a spatial disorientation stalled the plane and crashed."
ACCIDENT DETAILS,"December 11, 1941",?,"Miami, Florida",25.7616798,-80.1917902,Pan American Airways,?,?,?,NC21V,?,3 (passengers:? crew:?),3 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"December 26, 1941",1126,"Baiserke, Kazakhstan",43.485513,77.0391754,Aeroflot,?,Almaty - Karaganda - Aktyubinsk - Kuybyshev - Kazan,Tupolev ANT-6,CCCP-L3043,22182,34 (passengers:28 crew:6),26 (passengers:21 crew:5),0,"The crew decided to takeoff in below-minima weather conditions with low clouds, fog, turbulences and severe icing. While attempting to return to the airport the aircraft lost altitude and crashed into a field."
ACCIDENT DETAILS,"December 29, 1941",?,"Sabang, Indonesia",5.8926053,95.3237608,BOAC,?,?,Short S-23 Empire Flying Boat,G-ADUX,S-815,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,While taking off the plane hit debris in the water and broke up.
ACCIDENT DETAILS,"January 16, 1942",1920,"Near Las Vegas, Nevada",36.171563,-115.1391009,Trans Continental and Western Air,?,Las Vegas - Los Angeles,Douglas DC-3,NC1946,3295,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion. The flight was 6.7 miles off course for unknown reasons. Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency."
ACCIDENT DETAILS,"January 20, 1942",?,"Kupang, Indonesia",-10.1771997,123.6070329,Military - Royal Australian Air Force,?,?,Lockheed Hudson,A16-79,414-1933,11 (passengers:7 crew:4),11 (passengers:? crew:4),0,"Shortly after taking off the left engine caught fire, the plane stalled and crashed."
